title,year,clean_title,appearance_count,tmdb_id,tmdb_title,release_date,directors,cast,genres,original_language,overview,vote_average,vote_count,popularity
The Irishman,2019.0,irishman,5,398978.0,The Irishman,2019-11-01,['Martin Scorsese'],"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel', 'Ray Romano', 'Bobby Cannavale', 'Anna Paquin', 'Stephen Graham', 'Stephanie Kurtzuba', 'Jack Huston']","['Crime', 'Drama', 'History']",en,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",7.588,7096,5.5355
The Killer,2023.0,killer,5,800158.0,The Killer,2023-10-25,['David Fincher'],"['Michael Fassbender', 'Tilda Swinton', 'Charles Parnell', 'Arliss Howard', ""Kerry O'Malley"", 'Sophie Charlotte', 'Emiliano Pernia', 'Gabriel Polanco', 'Sala Baker', 'Endre Hules']","['Crime', 'Thriller']",en,"After a fateful miss, an assassin battles his employers, and himself, on an international manhunt he insists isn't personal.",6.575,2434,6.9548
The Lego Batman Movie,,lego batman movie,5,324849.0,The Lego Batman Movie,2017-02-08,['Chris McKay'],"['Will Arnett', 'Michael Cera', 'Rosario Dawson', 'Ralph Fiennes', 'Zach Galifianakis', 'Jenny Slate', 'Jason Mantzoukas', ""Conan O'Brien"", 'Doug Benson', 'Billy Dee Williams']","['Animation', 'Action', 'Comedy', 'Family']",en,"A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",7.2,5163,6.215
The Lighthouse,2019.0,lighthouse,5,503919.0,The Lighthouse,2019-10-18,['Robert Eggers'],"['Robert Pattinson', 'Willem Dafoe', 'Valeriia Karaman', 'Logan Hawkes', 'Kyla Nicolle', 'Shaun Clarke', 'Pierre Richard', 'Preston Hudson', 'Jeff Cruts']","['Drama', 'Fantasy', 'Thriller']",en,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,7.499,5169,5.0588
The Lobster,,lobster,5,254320.0,The Lobster,2015-10-15,['Yorgos Lanthimos'],"['Colin Farrell', 'Rachel Weisz', 'Olivia Colman', 'Léa Seydoux', 'Michael Smiley', 'Ariane Labed', 'John C. Reilly', 'Ben Whishaw', 'Angeliki Papoulia', 'Jessica Barden']","['Comedy', 'Drama', 'Romance']",en,"In a dystopian near future, single people, according to the laws of The City, are taken to The Hotel, where they are obliged to find a romantic partner in forty-five days or are transformed into animals and sent off into The Woods.",7.04,6498,4.8605
The Lord of the Rings: The Fellowship of the Ring,,lord of rings fellowship of ring,5,120.0,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,['Peter Jackson'],"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Ian Holm', 'Liv Tyler', 'Christopher Lee', 'Sean Bean', 'Billy Boyd', 'Dominic Monaghan']","['Adventure', 'Fantasy', 'Action']",en,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",8.423,26198,27.8855
The Lord of the Rings: The Return of the King,,lord of rings return of king,5,122.0,The Lord of the Rings: The Return of the King,2003-12-17,['Peter Jackson'],"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Andy Serkis', 'Dominic Monaghan', 'Billy Boyd', 'John Noble', 'David Wenham', 'Miranda Otto']","['Adventure', 'Fantasy', 'Action']",en,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​",8.488,25292,31.1957
The Lord of the Rings: The Two Towers,,lord of rings two towers,5,121.0,The Lord of the Rings: The Two Towers,2002-12-18,['Peter Jackson'],"['Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Sean Astin', 'Andy Serkis', 'John Rhys-Davies', 'Orlando Bloom', 'Bernard Hill', 'Miranda Otto', 'Dominic Monaghan']","['Adventure', 'Fantasy', 'Action']",en,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",8.407,22767,21.0067
The Martian,,martian,5,286217.0,The Martian,2015-09-30,['Ridley Scott'],"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Jeff Daniels', 'Michael Peña', 'Sean Bean', 'Kate Mara', 'Sebastian Stan', 'Aksel Hennie', 'Chiwetel Ejiofor']","['Drama', 'Adventure', 'Science Fiction']",en,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",7.689,20306,10.5166
The Menu,2022.0,menu,5,593643.0,The Menu,2022-11-17,['Mark Mylod'],"['Anya Taylor-Joy', 'Ralph Fiennes', 'Nicholas Hoult', 'Janet McTeer', 'Paul Adelstein', 'Rob Yang', 'Aimee Carrero', 'John Leguizamo', 'Arturo Castro', 'Reed Birney']","['Comedy', 'Horror', 'Thriller']",en,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",7.176,5453,8.5782
The Nice Guys,,nice guys,5,290250.0,The Nice Guys,2016-05-15,['Shane Black'],"['Russell Crowe', 'Ryan Gosling', 'Angourie Rice', 'Matt Bomer', 'Margaret Qualley', 'Yaya DaCosta', 'Keith David', 'Beau Knapp', 'Lois Smith', 'Murielle Telio']","['Comedy', 'Crime', 'Action']",en,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,7.125,8194,5.0199
The Nightmare Before Christmas,,nightmare before christmas,5,9479.0,The Nightmare Before Christmas,1993-10-09,['Henry Selick'],"['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara"", 'William Hickey', 'Glenn Shadix', 'Paul Reubens', 'Ken Page', 'Edward Ivory', 'Susan McBride', 'Debi Durst']","['Fantasy', 'Animation', 'Family']",en,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",7.834,9839,9.7155
The Power of the Dog,,power of dog,5,600583.0,The Power of the Dog,2021-10-25,['Jane Campion'],"['Benedict Cumberbatch', 'Kodi Smit-McPhee', 'Kirsten Dunst', 'Jesse Plemons', 'Thomasin McKenzie', 'Geneviève Lemon', 'Keith Carradine', 'Frances Conroy', 'Kenneth Radley', 'Sean Keenan']","['Drama', 'Western']",en,"A domineering but charismatic rancher wages a war of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light.",6.762,2772,1.9368
The Prestige,,prestige,5,1124.0,The Prestige,2006-10-17,['Christopher Nolan'],"['Hugh Jackman', 'Christian Bale', 'Michael Caine', 'Piper Perabo', 'Rebecca Hall', 'Scarlett Johansson', 'Samantha Mahurin', 'David Bowie', 'Andy Serkis', 'Daniel Davis']","['Drama', 'Mystery', 'Science Fiction']",en,"A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",8.204,16664,13.3981
The Revenant,2015.0,revenant,5,281957.0,The Revenant,2015-12-25,['Alejandro González Iñárritu'],"['Leonardo DiCaprio', 'Tom Hardy', 'Domhnall Gleeson', 'Will Poulter', 'Forrest Goodluck', 'Duane Howard', 'Arthur RedCloud', ""Melaw Nakehk'o"", 'Grace Dove', 'Lukas Haas']","['Western', 'Drama', 'Adventure']",en,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",7.534,18570,9.9769
The Royal Tenenbaums,,royal tenenbaums,5,9428.0,The Royal Tenenbaums,2001-10-05,['Wes Anderson'],"['Gene Hackman', 'Anjelica Huston', 'Ben Stiller', 'Gwyneth Paltrow', 'Luke Wilson', 'Owen Wilson', 'Bill Murray', 'Danny Glover', 'Seymour Cassel', 'Kumar Pallana']","['Comedy', 'Drama']",en,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",7.465,4715,3.3041
The Shape of Water,,shape of water,5,399055.0,The Shape of Water,2017-12-01,['Guillermo del Toro'],"['Sally Hawkins', 'Michael Shannon', 'Richard Jenkins', 'Octavia Spencer', 'Michael Stuhlbarg', 'Doug Jones', 'David Hewlett', 'Nick Searcy', 'Stewart Arnott', 'Nigel Bennett']","['Drama', 'Fantasy', 'Romance']",en,"An other-worldly story, set against the backdrop of Cold War era America circa 1962, where a mute janitor working at a lab falls in love with an amphibious man being held captive there and devises a plan to help him escape.",7.2,12398,5.9226
The Shawshank Redemption,,shawshank redemption,5,278.0,The Shawshank Redemption,1994-09-23,['Frank Darabont'],"['Tim Robbins', 'Morgan Freeman', 'Bob Gunton', 'William Sadler', 'Clancy Brown', 'Gil Bellows', 'James Whitmore', 'Mark Rolston', 'Jeffrey DeMunn', 'Larry Brandenburg']","['Drama', 'Crime']",en,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",8.712,28610,53.0997
The Shining,,shining,5,694.0,The Shining,1980-05-23,['Stanley Kubrick'],"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers', 'Barry Nelson', 'Philip Stone', 'Joe Turkel', 'Anne Jackson', 'Tony Burton', 'Lia Beldam']","['Horror', 'Thriller']",en,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",8.21,18063,12.486
The Social Network,,social network,5,37799.0,The Social Network,2010-10-01,['David Fincher'],"['Jesse Eisenberg', 'Andrew Garfield', 'Armie Hammer', 'Josh Pence', 'Justin Timberlake', 'Max Minghella', 'Brenda Song', 'Rashida Jones', 'John Getz', 'David Selby']",['Drama'],en,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",7.37,12543,8.565
The Substance,,substance,5,933260.0,The Substance,2024-09-07,['Coralie Fargeat'],"['Demi Moore', 'Margaret Qualley', 'Dennis Quaid', 'Edward Hamilton-Clark', 'Gore Abrams', 'Oscar Lesage', 'Christian Erickson', 'Robin Greer', 'Tom Morton', 'Hugo Diego Garcia']","['Drama', 'Horror', 'Science Fiction']",en,"A fading celebrity decides to use a black market drug, a cell-replicating substance that temporarily creates a younger, better version of herself.",7.1,4892,29.5468
The Suicide Squad,,suicide squad,5,436969.0,The Suicide Squad,2021-06-06,['James Gunn'],"['Margot Robbie', 'Idris Elba', 'John Cena', 'Joel Kinnaman', 'Sylvester Stallone', 'Viola Davis', 'David Dastmalchian', 'Daniela Melchior', 'Michael Rooker', 'Jai Courtney']","['Action', 'Comedy', 'Adventure']",en,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",7.5,9001,13.8827
The Trial of the Chicago 7,,trial of chicago 7,5,556984.0,The Trial of the Chicago 7,2020-09-25,['Aaron Sorkin'],"['Eddie Redmayne', 'Sacha Baron Cohen', 'Mark Rylance', 'Joseph Gordon-Levitt', 'Frank Langella', 'Jeremy Strong', 'John Carroll Lynch', 'Yahya Abdul-Mateen II', 'Alex Sharp', 'Noah Robbins']","['Drama', 'History']",en,What was supposed to be a peaceful protest turned into a violent clash with the police. What followed was one of the most notorious trials in history.,7.68,3153,2.2185
The Wolf of Wall Street,,wolf of wall street,5,106646.0,The Wolf of Wall Street,2013-12-25,['Martin Scorsese'],"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey', 'Kyle Chandler', 'Rob Reiner', 'Jon Bernthal', 'Jon Favreau', 'Jean Dujardin', 'Joanna Lumley']","['Crime', 'Drama', 'Comedy']",en,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",8.028,24815,18.9231
The Zone of Interest,,zone of interest,5,467244.0,The Zone of Interest,2023-12-15,['Jonathan Glazer'],"['Christian Friedel', 'Sandra Hüller', 'Johann Karthaus', 'Luis Noah Witte', 'Nele Ahrensmeier', 'Lilli Falk', 'Anastazja Drobniak', 'Cecylia Pekala', 'Kalman Wilson', 'Medusa Knopf']","['Drama', 'History', 'War']",en,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",7.01,2223,7.1156
Thor: Love and Thunder,,thor love and thunder,5,616037.0,Thor: Love and Thunder,2022-07-06,['Taika Waititi'],"['Chris Hemsworth', 'Natalie Portman', 'Christian Bale', 'Tessa Thompson', 'Taika Waititi', 'Russell Crowe', 'Jaimie Alexander', 'Idris Elba', 'Chris Pratt', 'Dave Bautista']","['Fantasy', 'Action', 'Comedy']",en,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",6.4,8034,11.744
Thor: Ragnarok,,thor ragnarok,5,284053.0,Thor: Ragnarok,2017-10-02,['Taika Waititi'],"['Chris Hemsworth', 'Mark Ruffalo', 'Tom Hiddleston', 'Cate Blanchett', 'Idris Elba', 'Jeff Goldblum', 'Tessa Thompson', 'Karl Urban', 'Anthony Hopkins', 'Benedict Cumberbatch']","['Action', 'Adventure', 'Science Fiction']",en,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",7.6,21277,11.7981
"Three Billboards Outside Ebbing, Missouri",,three billboards outside ebbing missouri,5,359940.0,"Three Billboards Outside Ebbing, Missouri",2017-12-01,['Martin McDonagh'],"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Lucas Hedges', 'Abbie Cornish', 'Caleb Landry Jones', 'Peter Dinklage', 'John Hawkes', 'Samara Weaving', 'Zeljko Ivanek']","['Crime', 'Drama']",en,"After seven months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at Bill Willoughby, the town's revered chief of police. When his second-in-command Officer Jason Dixon, an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",8.066,10404,5.2693
Titanic,1997.0,titanic,5,597.0,Titanic,1997-11-18,['James Cameron'],"['Leonardo DiCaprio', 'Kate Winslet', 'Billy Zane', 'Kathy Bates', 'Frances Fisher', 'Gloria Stuart', 'Bill Paxton', 'Bernard Hill', 'David Warner', 'Victor Garber']","['Drama', 'Romance']",en,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",7.9,26181,27.9726
Triangle of Sadness,,triangle of sadness,5,497828.0,Triangle of Sadness,2022-09-18,['Ruben Östlund'],"['Harris Dickinson', 'Charlbi Dean', 'Dolly de Leon', 'Woody Harrelson', 'Zlatko Burić', 'Vicki Berlin', 'Henrik Dorsin', 'Iris Berben', 'Jean-Christophe Folly', 'Amanda Walker']","['Comedy', 'Drama']",en,"A celebrity model couple are invited on a luxury cruise for the uber-rich, helmed by an unhinged, alcoholic captain. What first appears Instagrammable ends catastrophically, leaving the survivors stranded on a desert island in a struggle of hierarchy.",7.051,2491,5.147
Turning Red,,turning red,5,508947.0,Turning Red,2022-03-10,['Domee Shi'],"['Rosalie Chiang', 'Sandra Oh', 'Ava Morse', 'Hyein Park', 'Maitreyi Ramakrishnan', 'Orion Lee', 'Wai Ching Ho', 'Tristan Allerick Chen', 'James Hong', 'Lori Tan Chinn']","['Animation', 'Family', 'Comedy', 'Fantasy']",en,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",7.3,5471,10.8708
TÁR,2022.0,tr,5,817758.0,TÁR,2022-09-23,['Todd Field'],"['Cate Blanchett', 'Nina Hoss', 'Noémie Merlant', 'Sophie Kauer', 'Julian Glover', 'Mark Strong', 'Sylvia Flote', 'Allan Corduner', 'Mila Bogojevic', 'Adam Gopnik']","['Music', 'Drama']",en,"As celebrated conductor Lydia Tár starts rehearsals for a career-defining symphony, the consequences of her past choices begin to echo in the present.",7.091,1378,3.4307
Uncut Gems,,uncut gems,5,473033.0,Uncut Gems,2019-08-30,"['Benny Safdie', 'Josh Safdie']","['Adam Sandler', 'LaKeith Stanfield', 'Julia Fox', 'Kevin Garnett', 'Idina Menzel', 'Eric Bogosian', 'Judd Hirsch', 'Keith William Richards', 'Mike Francesa', 'Jonathan Aranbayev']","['Drama', 'Thriller', 'Crime']",en,"A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win.",7.156,4973,5.4929
Us,2019.0,us,5,458723.0,Us,2019-03-14,['Jordan Peele'],"[""Lupita Nyong'o"", 'Winston Duke', 'Elisabeth Moss', 'Tim Heidecker', 'Shahadi Wright Joseph', 'Evan Alex', 'Yahya Abdul-Mateen II', 'Anna Diop', 'Cali Sheldon', 'Noelle Sheldon']","['Horror', 'Mystery', 'Thriller']",en,"Husband and wife Gabe and Adelaide Wilson take their kids to their beach house expecting to unplug and unwind with friends. But as night descends, their serenity turns to tension and chaos when some shocking visitors arrive uninvited.",6.958,7639,6.2323
West Side Story,2021.0,west side story,5,511809.0,West Side Story,2021-12-08,['Steven Spielberg'],"['Ansel Elgort', 'Rachel Zegler', 'Ariana DeBose', 'David Alvarez', 'Mike Faist', ""Brian d'Arcy James"", 'Corey Stoll', 'Rita Moreno', 'Josh Rivera', 'Ana Isabelle']","['Drama', 'Romance', 'Crime']",en,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",7.0,1646,1.7493
What We Do in the Shadows,,what we do in shadows,5,246741.0,What We Do in the Shadows,2014-06-19,"['Taika Waititi', 'Jemaine Clement']","['Jemaine Clement', 'Taika Waititi', 'Jonny Brugh', 'Cori Gonzalez-Macuer', 'Stu Rutherford', 'Ben Fransham', 'Jackie van Beek', 'Elena Stejko', 'Jason Hoyte', ""Karen O'Leary""]","['Comedy', 'Horror']",en,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,7.561,3684,1.6671
Whiplash,2014.0,whiplash,5,244786.0,Whiplash,2014-10-10,['Damien Chazelle'],"['Miles Teller', 'J.K. Simmons', 'Paul Reiser', 'Melissa Benoist', 'Austin Stowell', 'Nate Lang', 'Chris Mulkey', 'Damon Gupton', 'Suanne Spoke', 'Max Kasch']","['Drama', 'Music']",en,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",8.376,15793,13.8202
Wicked,2024.0,wicked,5,402431.0,Wicked,2024-11-20,['Jon M. Chu'],"['Cynthia Erivo', 'Ariana Grande', 'Michelle Yeoh', 'Jonathan Bailey', 'Ethan Slater', 'Marissa Bode', 'Jeff Goldblum', 'Peter Dinklage', 'Andy Nyman', 'Courtney-Mae Briggs']","['Drama', 'Romance', 'Fantasy']",en,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.",6.9,2290,25.1526
Women Talking,,women talking,5,777245.0,Women Talking,2022-12-23,['Sarah Polley'],"['Rooney Mara', 'Claire Foy', 'Jessie Buckley', 'Judith Ivey', 'Ben Whishaw', 'Sheila McCarthy', 'Kate Hallett', 'Michelle McLeod', 'Liv McNeil', 'August Winter']",['Drama'],en,A group of women in an isolated religious colony struggle to reconcile their faith with a series of sexual assaults committed by the colony's men.,6.894,630,1.3885
"tick, tick... BOOM!",2021.0,tick tick boom,5,537116.0,"tick, tick... BOOM!",2021-11-11,['Lin-Manuel Miranda'],"['Andrew Garfield', 'Alexandra Shipp', 'Robin de Jesús', 'Michaela Jaé Rodriguez', 'Ben Levi Ross', 'Jonathan Marc Sherman', 'Vanessa Hudgens', 'Joshua Henry', 'Bradley Whitford', 'Judith Light']","['Drama', 'Music']",en,"On the brink of turning 30, a promising theater composer navigates love, friendship and the pressure to create something great before time runs out.",7.62,2163,1.6959
