title,year,clean_title,appearance_count,tmdb_id,tmdb_title,release_date,directors,cast,genres,original_language,overview,vote_average,vote_count,popularity,directors_main,directors_other,cast_main,cast_other
Snapshot,1979.0,snapshot,11,86283.0,Snapshot,1979-06-01,['Simon Wincer'],"['Chantal Contouri', 'Robert Bruning', 'Sigrid Thornton', 'Hugh Keays-Byrne', 'Denise Drysdale', 'Vincent Gil', 'Jon Sidney', 'Jacqui Gordon', 'Julia Blake', 'Christine Amor']","['Thriller', 'Horror']",en,A young hairdresser enters into the modeling world while fearing retaliation from her puritanical mother and stalker ex-boyfriend.,5.5,16,0.3411,['Simon Wincer'],[],"['Hugh Keays-Byrne', 'Vincent Gil']","['Chantal Contouri', 'Robert Bruning', 'Sigrid Thornton', 'Denise Drysdale', 'Jon Sidney', 'Jacqui Gordon', 'Julia Blake', 'Christine Amor']"
Something Wild,1961.0,something wild,11,82944.0,Something Wild,1961-12-23,['Jack Garfein'],"['Carroll Baker', 'Ralph Meeker', 'Mildred Dunnock', 'Jean Stapleton', 'Martin Kosleck', 'Charles Watts', 'Clifton James', 'George L. Smith', 'Doris Roberts', 'Ken Chapin']",['Drama'],en,"A young rape victim tries desperately to pick up the pieces of her life, only to find herself at the mercy of a would-be rescuer.",6.2,36,0.239,[],['Jack Garfein'],"['Carroll Baker', 'Ralph Meeker', 'Mildred Dunnock', 'Jean Stapleton', 'Martin Kosleck', 'Charles Watts', 'Clifton James', 'Doris Roberts']","['George L. Smith', 'Ken Chapin']"
SoulMate,,soulmate,11,1174019.0,Soulmate,2023-08-19,"['Jay Palmieri Jr.', 'Andrew Froening']","['Lainey Drew', 'David A. Velez', 'Kathryn Milewski', 'Jesse Dalton', 'Jillian Geurts', 'Amanda Troisi', 'Hank Morris', 'Christopher Kai', 'Kari L. Anderson', 'Tamika Reed-Newman']",['Horror'],en,A haunted house that destroys relationships tests a young couples' commitment.,0.0,0,0.3161,[],"['Jay Palmieri Jr.', 'Andrew Froening']",[],"['Lainey Drew', 'David A. Velez', 'Kathryn Milewski', 'Jesse Dalton', 'Jillian Geurts', 'Amanda Troisi', 'Hank Morris', 'Christopher Kai', 'Kari L. Anderson', 'Tamika Reed-Newman']"
Still Life,1974.0,still life,11,446147.0,Still Life,1974-01-01,"['Jeni Thornley', 'Dasha Ross']",[],[],en,A female life-model sits for a class of male artists.,0.0,0,0.0297,[],"['Jeni Thornley', 'Dasha Ross']",[],[]
Styx,2018.0,styx,11,500853.0,Styx,2018-09-13,['Wolfgang Fischer'],"['Susanne Wolff', 'Alexander Beyer', 'Inga Birkenfeld', 'Gedion Oduor Wekesa', 'Kelvin Mutuku Ndinda']",['Drama'],de,"Rike is forty, a successful doctor whose job demands everything of her. She intends to use her much-needed annual holiday to fulfill her long-cherished dream of sailing alone from Gibraltar to Ascension, a small tropical island in the middle of the Atlantic. Her desire for a carefree holiday seems to be coming to pass but then, after a storm, her beautiful adventure suddenly turns into an unprecedented challenge when she spots a badly damaged, hopelessly overloaded refugee boat nearby.",6.402,102,0.4461,[],['Wolfgang Fischer'],['Alexander Beyer'],"['Susanne Wolff', 'Inga Birkenfeld', 'Gedion Oduor Wekesa', 'Kelvin Mutuku Ndinda']"
Tarantella,1989.0,tarantella,11,804706.0,Tarantella,1989-09-12,"['Christopher Nolan', 'Roko Belic']","['Roko Belic', 'Christopher Nolan', 'Jonathan Nolan']",['Horror'],en,"""Tarantella"" was an early Super 8 short film directed by Christopher Nolan with his childhood friend Roko Belic. It was made in 1989 while Nolan was studying at University College London. The film aired on ""Image Union,"" a PBS programme in Chicago.  It is about the suffering of a young man while he has nightmare about spiders and demons.",5.234,47,0.4564,"['Christopher Nolan', 'Roko Belic']",[],[],"['Roko Belic', 'Christopher Nolan', 'Jonathan Nolan']"
The Abandoned,2015.0,abandoned,11,345875.0,The Abandoned,2015-06-13,['Eytan Rockaway'],"['Jason Patric', 'Louisa Krause', 'Mark Margolis', 'Carlos Velazquez', 'Ezra Knight']","['Thriller', 'Horror', 'Mystery']",en,"A troubled young woman who, in a last-ditch effort at getting her life together, takes a job working nights as a security guard at an abandoned luxury apartment building. Stuck with a brusque rent-a-cop as her partner, she tries to not let her mind play tricks on her while she patrols the empty halls. But as the night progresses strange things begin to happen - and she realizes it may not all be in her head.",4.776,127,0.4584,['Eytan Rockaway'],[],"['Jason Patric', 'Louisa Krause', 'Mark Margolis']","['Carlos Velazquez', 'Ezra Knight']"
The Barbarians,1987.0,barbarians,11,27551.0,The Barbarians,1987-03-20,['Ruggero Deodato'],"['Peter Paul', 'David Paul', 'Richard Lynch', 'Eva LaRue', 'Virginia Bryant', 'Sheeba Alahani', 'Michael Berryman', 'George Eastman', 'Franco Pistoni', 'Raffaella Baracchi']","['Adventure', 'Fantasy', 'Action']",en,Orphaned brothers Kutchek and Gore are adopted by a tribe led by Canary the owner of a powerful jewel. The evil Kadar wants both Canary and the jewel. Attacking the tribe he kidnaps Canary but the stone eludes him. The brothers are taken to be trained as gladiators and years later have grown to be VERY big. They escape and set off on a quest to find the jewel and rescue Canary.,5.5,141,1.0685,['Ruggero Deodato'],[],"['Richard Lynch', 'Michael Berryman', 'George Eastman']","['Peter Paul', 'David Paul', 'Eva LaRue', 'Virginia Bryant', 'Sheeba Alahani', 'Franco Pistoni', 'Raffaella Baracchi']"
The Black Balloon,2012.0,black balloon,11,207307.0,The Black Balloon,2012-01-20,"['Benny Safdie', 'Josh Safdie']","['Mustafa Bekiroglu', 'Kennon Bltut', 'Eléonore Hendricks', 'Francesca LaPrelle', 'Miranda LaPrelle', 'Larry Sloman', 'Ava Rawski', 'Angel Rosa', 'William Skinner', 'Andy Spade']",['Drama'],en,An alien in a crowded land searched for some semblance of companionship after losing all of its friends.,6.5,10,0.179,"['Benny Safdie', 'Josh Safdie']",[],['Eléonore Hendricks'],"['Mustafa Bekiroglu', 'Kennon Bltut', 'Francesca LaPrelle', 'Miranda LaPrelle', 'Larry Sloman', 'Ava Rawski', 'Angel Rosa', 'William Skinner', 'Andy Spade']"
The Blue Planet,,blue planet,11,96300.0,The Blue Planet,1982-12-01,['Franco Piavoli'],[],['Documentary'],it,"A look at the passage of time through the changing seasons, human evolution and everyday life.",7.7,21,0.1037,['Franco Piavoli'],[],[],[]
The Cleaning Lady,2018.0,cleaning lady,11,534271.0,The Cleaning Lady,2018-08-24,['Jon Knautz'],"['Alexis Kendra', 'Stelio Savante', 'Rachel Alig', 'Elizabeth Sandy', 'Mykayla Sohn', 'JoAnne McGrath', 'Keri Marrone', 'Robert Hugh Starr', 'Carla Wynn', 'Kim Marie Cooper']","['Horror', 'Thriller']",en,"In a bid to distract herself from an affair, a narcissistic woman befriends a cleaning lady with burn scars, but she soon discovers that the scars may be more than skin deep.",5.389,135,1.3833,['Jon Knautz'],[],[],"['Alexis Kendra', 'Stelio Savante', 'Rachel Alig', 'Elizabeth Sandy', 'Mykayla Sohn', 'JoAnne McGrath', 'Keri Marrone', 'Robert Hugh Starr', 'Carla Wynn', 'Kim Marie Cooper']"
The Devil's Nightmare,,devils nightmare,11,58218.0,The Devil's Nightmare,1971-11-14,['Jean Brismée'],"['Erika Blanc', 'Jean Servais', 'Daniel Emilfork', 'Jacques Monseau', 'Lucien Raimbourg', 'Colette Emmanuelle', 'Ivana Novak', 'Shirley Corrigan', 'Frédérique Hender', 'Lorenzo Terzon']","['Horror', 'Fantasy']",fr,Seven tourists sent by Satan to a castle are caught by a ghastly woman as they commit deadly sins.,6.3,43,1.6564,[],['Jean Brismée'],"['Erika Blanc', 'Jean Servais', 'Daniel Emilfork', 'Lucien Raimbourg', 'Shirley Corrigan']","['Jacques Monseau', 'Colette Emmanuelle', 'Ivana Novak', 'Frédérique Hender', 'Lorenzo Terzon']"
The Doorman,2020.0,doorman,11,737568.0,The Doorman,2020-10-01,['Ryuhei Kitamura'],"['Ruby Rose', 'Jean Reno', 'Aksel Hennie', 'Rupert Evans', 'Julian Feder', 'David Sakurai', 'Hideaki Ito', 'Philip Whitchurch', 'Andreea Vasile', 'Howard Dell']","['Action', 'Thriller']",en,"A former Marine turned doorman at a luxury New York City high-rise must outsmart and battle a group of art thieves and their ruthless leader — while struggling to protect her sister's family. As the thieves become increasingly desperate and violent, the doorman calls upon her deadly fighting skills to end the showdown.",5.8,430,2.8004,['Ryuhei Kitamura'],[],"['Ruby Rose', 'Jean Reno', 'Aksel Hennie', 'Rupert Evans', 'Hideaki Ito']","['Julian Feder', 'David Sakurai', 'Philip Whitchurch', 'Andreea Vasile', 'Howard Dell']"
The End,1953.0,end,11,145990.0,The End,1953-10-23,['Christopher Maclaine'],[],['Drama'],en,A short film which explores the last day in the lives of six different people.,5.952,21,0.107,[],['Christopher Maclaine'],[],[]
The Final Cut,2004.0,final cut,11,11099.0,The Final Cut,2004-10-15,['Omar Naim'],"['Robin Williams', 'Mira Sorvino', 'Jim Caviezel', 'Mimi Kuzyk', 'Stephanie Romanov', 'Genevieve Buechner', 'Brendan Fletcher', 'Vincent Gale', 'Tarek Bishara', 'Casey Dubois']","['Drama', 'Mystery', 'Science Fiction', 'Thriller']",en,"Set in a world with memory implants, Alan Hakman is a 'cutter'—someone with the power of final edit over people's recorded histories—but his latest assignment puts him in great danger.",6.062,722,1.4513,[],['Omar Naim'],"['Robin Williams', 'Mira Sorvino', 'Jim Caviezel', 'Mimi Kuzyk', 'Brendan Fletcher']","['Stephanie Romanov', 'Genevieve Buechner', 'Vincent Gale', 'Tarek Bishara', 'Casey Dubois']"
The Flicker,1966.0,flicker,11,153180.0,The Flicker,1966-02-13,['Tony Conrad'],[],[],en,A film consisting of alternating black and white frames.,5.25,24,0.0936,[],['Tony Conrad'],[],[]
The House of Tomorrow,2017.0,house of tomorrow,11,433503.0,The House of Tomorrow,2019-06-20,['Peter Livolsi'],"['Asa Butterfield', 'Alex Wolff', 'Nick Offerman', 'Michaela Watkins', 'Maude Apatow', 'Ellen Burstyn', 'Fred Armisen', 'Alec George', 'Shelley Dowdy', 'Senay Matewos']","['Drama', 'Comedy']",en,"The film tells futurist, architect, and inventor R. Buckminster Fuller's incredible story through two teens hoping to get laid, become punk gods, and survive high school.",6.976,62,0.4599,[],['Peter Livolsi'],"['Asa Butterfield', 'Alex Wolff', 'Nick Offerman', 'Michaela Watkins', 'Maude Apatow', 'Ellen Burstyn', 'Fred Armisen']","['Alec George', 'Shelley Dowdy', 'Senay Matewos']"
The Kindergarten Teacher,,kindergarten teacher,11,489927.0,The Kindergarten Teacher,2018-09-23,['Sara Colangelo'],"['Maggie Gyllenhaal', 'Parker Sevak', 'Gael García Bernal', 'Michael Chernus', 'Rosa Salazar', 'Ajay Naidu', 'Anna Baryshnikov', 'Daisy Tahan', 'Sam Jules', 'Samrat Chakrabarti']",['Drama'],en,"Lisa Spinelli is a Staten Island teacher who is unusually devoted to her students. When she discovers one of her five-year-olds is a prodigy, she becomes fascinated with the boy, ultimately risking her family and freedom to nurture his talent.",6.6,356,1.3114,['Sara Colangelo'],[],"['Maggie Gyllenhaal', 'Gael García Bernal', 'Michael Chernus', 'Rosa Salazar', 'Ajay Naidu']","['Parker Sevak', 'Anna Baryshnikov', 'Daisy Tahan', 'Sam Jules', 'Samrat Chakrabarti']"
The Mastermind,2025.0,mastermind,11,1352624.0,The Mastermind,2025-10-16,['Kelly Reichardt'],"[""Josh O'Connor"", 'Alana Haim', 'John Magaro', 'Hope Davis', 'Bill Camp', 'Gaby Hoffmann', 'Amanda Plummer', 'Eli Gelb', 'Cole Doman', 'Javion Allen']","['Drama', 'Crime']",en,"In a sedate corner of Massachusetts circa 1970, an unemployed carpenter turned amateur art thief plans his first big heist. When things go haywire, his life unravels.",0.0,0,0.5443,['Kelly Reichardt'],[],"[""Josh O'Connor"", 'Alana Haim', 'John Magaro', 'Hope Davis', 'Bill Camp', 'Gaby Hoffmann', 'Amanda Plummer', 'Cole Doman']","['Eli Gelb', 'Javion Allen']"
The Resort,2021.0,resort,11,810271.0,The Resort,2021-04-30,['Taylor Chien'],"['Bianca Haase', ""Brock O'Hurn"", 'Michael Vlamis', 'Michelle Randolph', 'Dave Sheridan', 'Dante Jimenez', 'Romualdo Castillo', 'Rodney Gemberling', 'Richard Teston', 'Andy Bumatai']",['Horror'],en,"Four friends head to Hawaii to investigate reports of a haunting at an abandoned resort in hopes of finding the infamous Half-Faced Girl. When they arrive, they soon learn you should be careful what you wish for.",5.565,268,1.2106,[],['Taylor Chien'],['Dave Sheridan'],"['Bianca Haase', ""Brock O'Hurn"", 'Michael Vlamis', 'Michelle Randolph', 'Dante Jimenez', 'Romualdo Castillo', 'Rodney Gemberling', 'Richard Teston', 'Andy Bumatai']"
The Road,1982.0,road,11,52556.0,The Road,1982-09-01,"['Şerif Gören', 'Yılmaz Güney']","['Tarık Akan', 'Şerif Sezer', 'Halil Ergün', 'Meral Orhonsay', 'Necmettin Çobanoğlu', 'Hikmet Çelik', 'Tuncay Akça', 'Sevda Aktolga', 'Güven Şengil', 'Hale Akınlı']","['Drama', 'Romance']",tr,"When five Kurdish prisoners are granted one week's home leave, they find to their dismay that they face continued oppression outside of prison from their families, the culture, and the government.",7.3,122,0.5295,[],"['Şerif Gören', 'Yılmaz Güney']",[],"['Tarık Akan', 'Şerif Sezer', 'Halil Ergün', 'Meral Orhonsay', 'Necmettin Çobanoğlu', 'Hikmet Çelik', 'Tuncay Akça', 'Sevda Aktolga', 'Güven Şengil', 'Hale Akınlı']"
The Samurai,2014.0,samurai,11,254007.0,The Samurai,2014-02-08,['Till Kleinert'],"['Michel Diercks', 'Pit Bukowski', 'Uwe Preuss', 'Kaja Blachnik', 'Ulrike Hanke-Haensch', 'Christopher Kane', 'Ulrike Bliefert']","['Thriller', 'Horror', 'Fantasy']",de,"Jakob, a young policeman from a remote village, has his world unhinged when a stranger in a dress emerges from the forest and begins killing villagers with a sword.",5.5,54,0.7412,[],['Till Kleinert'],[],"['Michel Diercks', 'Pit Bukowski', 'Uwe Preuss', 'Kaja Blachnik', 'Ulrike Hanke-Haensch', 'Christopher Kane', 'Ulrike Bliefert']"
The Shaggy Dog,,shaggy dog,11,10067.0,The Shaggy Dog,2006-03-09,['Brian Robbins'],"['Tim Allen', 'Kristin Davis', 'Danny Glover', 'Spencer Breslin', 'Robert Downey Jr.', 'Zena Grey', 'Joshua Leonard', 'Jane Curtin', 'Annabelle Gurwitch', 'Jarrad Paul']","['Comedy', 'Family']",en,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,4.9,571,1.515,['Brian Robbins'],[],"['Tim Allen', 'Kristin Davis', 'Danny Glover', 'Spencer Breslin', 'Robert Downey Jr.', 'Joshua Leonard', 'Jane Curtin']","['Zena Grey', 'Annabelle Gurwitch', 'Jarrad Paul']"
The Silence,1998.0,silence,11,43974.0,The Silence,1998-09-06,['Mohsen Makhmalbaf'],"['Tahmineh Normatova', 'Nadereh Abdelahyeva', 'Goibibi Ziadolahyeva']","['Drama', 'Music']",fa,"Khorshid, a blind child growing up in Tajikistan, is constantly distracted by music and sounds. This frequently causes him to be late to his job as an instrument tuner even though he runs the risk of being fired at a time when his family is in danger of being evicted from their house.",6.461,38,0.8964,['Mohsen Makhmalbaf'],[],[],"['Tahmineh Normatova', 'Nadereh Abdelahyeva', 'Goibibi Ziadolahyeva']"
The Square,2013.0,square,11,15912.0,The Square,2008-06-30,['Nash Edgerton'],"['David Roberts', 'Claire van der Boom', 'Joel Edgerton', 'Hanna Mangan Lawrence', 'Anthony Hayes', 'Peter Phelps', 'Bill Hunter', 'Kieran Darcy-Smith', 'Stephen Weston', 'Lisa Bailey']","['Crime', 'Drama', 'Thriller']",en,"Ray, a construction worker trapped in an unhappy marriage, pursues an affair with his neighbor, Carla. Carla's husband, Greg, is a mobster who keeps large sums of drug money in their home. With this in mind, Carla comes up with a plan: She and Ray will steal Greg's money, burn down her house, convince Greg the money was lost in the fire and then run away together. Carla's scheme, however, doesn't go off as planned.",6.2,106,0.4883,['Nash Edgerton'],[],"['Claire van der Boom', 'Joel Edgerton', 'Hanna Mangan Lawrence', 'Anthony Hayes', 'Bill Hunter', 'Kieran Darcy-Smith']","['David Roberts', 'Peter Phelps', 'Stephen Weston', 'Lisa Bailey']"
The Stand,2020.0,stand,11,699511.0,The Stand at Paxton County,2020-05-02,['Brett Hedlund'],"['Jacqueline Toboni', ""Michael O'Neill"", 'Tyler Jacob Moore', 'Christopher McDonald', ""Sean O'Bryan"", 'Blake Sheldon', 'Tanner Thomason', 'Greg Perrow', 'Zoe Kanters', 'Marwa Bernstein']",['Thriller'],en,A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,5.9,24,0.1443,[],['Brett Hedlund'],"[""Michael O'Neill"", 'Christopher McDonald', ""Sean O'Bryan""]","['Jacqueline Toboni', 'Tyler Jacob Moore', 'Blake Sheldon', 'Tanner Thomason', 'Greg Perrow', 'Zoe Kanters', 'Marwa Bernstein']"
The Strange Ones,2017.0,strange ones,11,426258.0,The Strange Ones,2018-01-05,"['Lauren Wolkstein', 'Christopher Radcliff']","['Alex Pettyfer', 'James Freedson-Jackson', 'Marin Ireland', 'Cindy Cheung', 'Melanie Nicholls-King', 'Gene Jones', 'Owen Campbell', 'Emily Althaus', 'Laurent Rejto', 'Will Blomker']","['Thriller', 'Drama']",en,"Mysterious events surround the travels of two brothers as they make their way across a remote American landscape. On the surface all seems normal, but what appears to be a simple vacation soon gives way to a dark and complex web of secrets. This is the feature film version of the 2011 short film going by the same name.",5.26,75,0.4991,[],"['Lauren Wolkstein', 'Christopher Radcliff']","['Alex Pettyfer', 'Marin Ireland', 'Cindy Cheung', 'Gene Jones', 'Owen Campbell']","['James Freedson-Jackson', 'Melanie Nicholls-King', 'Emily Althaus', 'Laurent Rejto', 'Will Blomker']"
The Swarm,2020.0,swarm,11,661930.0,The Swarm,2021-04-09,['Just Philippot'],"['Suliane Brahim', 'Sofian Khammes', 'Marie Narbonne', 'Raphael Romand', 'Nathalie Boyer', 'Victor Bonnel', 'Christian Bouillette', 'Raphaël Liot']","['Horror', 'Drama']",fr,A single mother breeds locusts as high-protein foods but has trouble getting them to reproduce until she finds they have a taste for blood.,5.8,478,0.9156,[],['Just Philippot'],[],"['Suliane Brahim', 'Sofian Khammes', 'Marie Narbonne', 'Raphael Romand', 'Nathalie Boyer', 'Victor Bonnel', 'Christian Bouillette', 'Raphaël Liot']"
The Trout,1982.0,trout,11,92238.0,The Trout,1982-09-22,['Joseph Losey'],"['Isabelle Huppert', 'Jean-Pierre Cassel', 'Jeanne Moreau', 'Daniel Olbrychski', 'Jacques Spiesser', 'Isao Yamagata', 'Jean-Paul Roussillon', 'Roland Bertin', 'Lisette Malidor', 'Craig Stevens']","['Romance', 'Drama']",fr,The sexual and social dysfunctional behaviour of the corporate elite are further aggravated when a naive married woman becomes the obsession of two wealthy suitors.,6.0,14,0.2044,['Joseph Losey'],[],"['Isabelle Huppert', 'Jean-Pierre Cassel', 'Jeanne Moreau', 'Daniel Olbrychski', 'Isao Yamagata', 'Roland Bertin', 'Craig Stevens']","['Jacques Spiesser', 'Jean-Paul Roussillon', 'Lisette Malidor']"
The Unseen,1980.0,unseen,11,40241.0,The Unseen,1980-09-01,['Danny Steinmann'],"['Barbara Bach', 'Stephen Furst', 'Sydney Lassick', 'Karen Lamm', 'Lois Young', 'Lelia Goldoni', 'Douglas Barr', 'Maida Severn']",['Horror'],en,A trio of female reporters find themselves staying overnight in a house occupied by a hostile being lurking in the basement,4.89,59,0.4115,['Danny Steinmann'],[],"['Barbara Bach', 'Stephen Furst', 'Sydney Lassick', 'Lelia Goldoni']","['Karen Lamm', 'Lois Young', 'Douglas Barr', 'Maida Severn']"
The Vanquished,1953.0,vanquished,11,43416.0,The Vanquished,1953-06-03,['Edward Ludwig'],"['John Payne', 'Jan Sterling', 'Coleen Gray', 'Lyle Bettger', 'Willard Parker', 'Roy Gordon', 'John Dierkes', 'Charles Evans', 'Ellen Corby']","['Drama', 'Action', 'Western']",en,A man returns to his home -- a post Civil-War village -- and finds the law is in the hands of a few scrupulous people.,4.6,12,0.1781,['Edward Ludwig'],[],"['John Payne', 'Jan Sterling', 'Coleen Gray', 'Lyle Bettger', 'Roy Gordon', 'John Dierkes', 'Ellen Corby']","['Willard Parker', 'Charles Evans']"
The Wound,2017.0,wound,11,428498.0,The Wound,2017-04-19,['John Trengove'],"['Nakhane', 'Bongile Mantsai', 'Niza Jay Ncoyini', 'Thobani Mseleni', 'Gamelihle Bovana', 'Halalisani Bradley Cebekhulu', 'Inga Qwede', 'Sibabalwe Ngqayana', 'Siphosethu Ngcetane']",['Drama'],xh,"Eastern Cape, South Africa. A lonely factory worker, Xolani, takes time off his job to assist during an annual Xhosa circumcision initiation into manhood. In a remote mountain camp that is off limits to women, young men, painted in white ochre, recuperate as they learn the masculine codes of their culture. In this environment of machismo and aggression, Xolani cares for a defiant initiate from Johannesburg, Kwanda, who quickly learns Xolani's best kept secret, that he is in love with another man.",6.302,58,0.2782,[],['John Trengove'],[],"['Nakhane', 'Bongile Mantsai', 'Niza Jay Ncoyini', 'Thobani Mseleni', 'Gamelihle Bovana', 'Halalisani Bradley Cebekhulu', 'Inga Qwede', 'Sibabalwe Ngqayana', 'Siphosethu Ngcetane']"
Tornado,2025.0,tornado,11,1126915.0,Tornado,2025-05-30,['John Maclean'],"['Kōki', 'Nathan Malone', 'Tim Roth', 'Rory McCann', 'Dennis Okwera', 'Jamie Michie', 'Douglas Russell', 'Ian Hanmore', 'Sammy Hayman', 'Jack Morris']","['Drama', 'Action', 'Western']",en,"When her father's puppet samurai show gets ambushed by a notorious gang, Tornado vows to seek vengeance and forge her own destiny by stealing their ill-gotten gold.",6.2,36,3.2474,['John Maclean'],[],['Tim Roth'],"['Kōki', 'Nathan Malone', 'Rory McCann', 'Dennis Okwera', 'Jamie Michie', 'Douglas Russell', 'Ian Hanmore', 'Sammy Hayman', 'Jack Morris']"
Trapped,2002.0,trapped,11,9039.0,Trapped,2002-09-20,['Luis Mandoki'],"['Charlize Theron', 'Courtney Love', 'Kevin Bacon', 'Stuart Townsend', 'Dakota Fanning', 'Pruitt Taylor Vince', 'Colleen Camp', 'Steve Rankin', 'Garry Chalk', 'Jodie Markell']","['Action', 'Crime', 'Thriller', 'Drama']",en,"When their daughter is abducted by experienced kidnappers, the Jennings turn the tables on their seemingly fool-proof plan.",6.2,588,1.9262,['Luis Mandoki'],[],"['Charlize Theron', 'Courtney Love', 'Kevin Bacon', 'Stuart Townsend', 'Dakota Fanning', 'Pruitt Taylor Vince', 'Colleen Camp', 'Garry Chalk']","['Steve Rankin', 'Jodie Markell']"
Trauma,2017.0,trauma,11,469722.0,Trauma,2017-12-25,['Lucio A. Rojas'],"['Catalina Martin', 'Macarena Carrere', 'Daniel Antivilo', 'Ximena del Solar', 'Dominga Bofill', 'Felipe Ríos', 'Eduardo Paxeco', 'Claudio Riveros', 'Alejandro Trejo', 'Catalina Bianchi']","['Horror', 'Thriller', 'Drama']",es,"Four friends visit a rural locality of Chile, are brutally attacked by a man and his son. After not finding help in the town, they decide to confront these men with the help of a pair of policemen. But in this way, they will discover that their attackers have in their blood the direct legacy of the darkest period of Chilean history and will have to face the most brutal enemy.",5.572,125,1.5935,[],['Lucio A. Rojas'],[],"['Catalina Martin', 'Macarena Carrere', 'Daniel Antivilo', 'Ximena del Solar', 'Dominga Bofill', 'Felipe Ríos', 'Eduardo Paxeco', 'Claudio Riveros', 'Alejandro Trejo', 'Catalina Bianchi']"
Trespassers,2018.0,trespassers,11,532647.0,Trespassers,2019-07-12,['Orson Oblowitz'],"['Angela Trimbur', 'Janel Parrish', 'Jonathan Howard', 'Zach Avery', 'Fairuza Balk', 'Carlo Rota', 'Joey Abril', 'Sebastian Sozzi', 'Chris Gann', 'Shaun W. Loeser']","['Horror', 'Thriller', 'Crime']",en,"Two dysfunctional couples rent a modern luxury desert home for the weekend hoping to sort out their messed-up lives. Just as they are about to settle in for a fun night, a neighbor turns up at their front door saying she has car trouble. But soon they discover the person they let into their home may have nefarious intents.",4.949,69,0.7662,[],['Orson Oblowitz'],"['Angela Trimbur', 'Janel Parrish', 'Fairuza Balk', 'Carlo Rota']","['Jonathan Howard', 'Zach Avery', 'Joey Abril', 'Sebastian Sozzi', 'Chris Gann', 'Shaun W. Loeser']"
Trial by Fire,2018.0,trial by fire,11,481880.0,Trial by Fire,2019-05-17,['Edward Zwick'],"[""Jack O'Connell"", 'Laura Dern', 'Emily Meade', 'Jade Pettyjohn', 'Rhoda Griffis', 'Blair Bomar', 'McKinley Belcher III', 'Catherine Carlen', 'Noah Lomax', 'Whitney Goin']","['Drama', 'Crime']",en,"The tragic and controversial story of Cameron Todd Willingham, who was executed in Texas for killing his three children after scientific evidence and expert testimony that bolstered his claims of innocence were suppressed.",6.971,242,2.3159,['Edward Zwick'],[],"[""Jack O'Connell"", 'Laura Dern', 'Emily Meade', 'Jade Pettyjohn', 'Rhoda Griffis', 'Noah Lomax']","['Blair Bomar', 'McKinley Belcher III', 'Catherine Carlen', 'Whitney Goin']"
Truth or Dare,2017.0,truth or dare,11,480210.0,Truth or Dare,2017-10-08,['Nick Simon'],"['Heather Langenkamp', 'Alexxis Lemire', 'Cassie Scerbo', 'Brytni Sarpy', 'Christina Masterson', 'Victoria Spencer Smith', 'Luke Baines', 'Taylor Lyons', 'Mason Dye', 'Ricardo Hoyos']","['Horror', 'Fantasy', 'Mystery', 'Thriller', 'Science Fiction']",en,"Eight college friends head to a ""Haunted Rental"" in a remote town for Halloween weekend. There, they play the game rumored to have caused the deaths of seven teenagers decades earlier, Truth or Dare. What starts out as vodka induced fun, quickly turns serious when the dares become sickeningly dangerous and the truths threaten to tear the group apart. When players attempt to refuse the increasingly challenging tasks, they're met with deadly consequences, quickly discovering: you must do the dare, or the dare does you. As the death toll mounts, the remaining players must race against the clock to outrun, outsmart and outlast the simple game of Truth or Dare.",5.434,143,1.2329,['Nick Simon'],[],"['Heather Langenkamp', 'Cassie Scerbo', 'Christina Masterson']","['Alexxis Lemire', 'Brytni Sarpy', 'Victoria Spencer Smith', 'Luke Baines', 'Taylor Lyons', 'Mason Dye', 'Ricardo Hoyos']"
Urchin,2025.0,urchin,11,1283320.0,Urchin,2025-10-03,['Harris Dickinson'],"['Frank Dillane', 'Megan Northam', 'Amr Waked', 'Karyna Khymchuk', 'Shonagh Marie', 'Harris Dickinson', 'Joel Lockhart', 'Lucy Kelly']","['Comedy', 'Drama']",en,"Mike, a rough sleeper in London, trapped in a cycle of self-destruction as he attempts to turn his life around.",0.0,0,0.3563,[],['Harris Dickinson'],"['Amr Waked', 'Harris Dickinson']","['Frank Dillane', 'Megan Northam', 'Karyna Khymchuk', 'Shonagh Marie', 'Joel Lockhart', 'Lucy Kelly']"
Valparaiso,1963.0,valparaiso,11,79423.0,Valparaiso,1964-08-31,['Joris Ivens'],['Roger Pigaut'],['Documentary'],fr,"In 1962 Joris Ivens was invited to Chile for teaching and filmmaking. Together with students he made …A Valparaíso, one of his most poetic films. Contrasting the prestigious history of the seaport with the present the film sketches a portrait of the city, built on 42 hills, with its wealth and poverty, its daily life on the streets, the stairs, the rack railways and in the bars. Although the port has lost its importance, the rich past is still present in the impoverished city. The film echoes this ambiguous situation in its dialectical poetic style, interweaving the daily life reality (of 1963) with the history of the city and changing from black and white to colour, finally leaving us with hopeful perspective for the children who are playing on the stairs and hills of this beautiful town.",6.907,54,0.5069,['Joris Ivens'],[],[],['Roger Pigaut']
